in out res
1.4522223952450382 2.1185694368625514 1
2.1839485103891327 0.41752290024318683 1
1.7318404145088164 1.854713446680559 1
1.5689091575522014 1.7219205213571136 1
1.0675877492761447 2.377921193332007 1
2.018665740759647 1.171643905100725 1
1.125124885178824 1.449502351093731 1
1.7741488049622731 1.2112238444974142 1
1.0405072458785463 3.0013162431491667 1
4.0926454444868945 3.014188748803808 1
2.3401677192900308 3.0868686126303357 1
2.938202911231153 1.149419387546951 1
1.9751645869841243 2.063695921811619 1
1.1333335496468988 2.945222480789111 1
2.6414609877719606 0.5845350847516873 1
1.2109767866890508 3.5649188748254055 1
2.6639128626297355 1.3405730692329523 1
2.6529016011726974 2.604426359119362 1
2.094079135298902 2.2588203374652016 1
2.6599253509660876 2.3712287088127475 1
2.214347834631778 2.149244482938 1
2.3428426206968496 2.08459622200505 1
0.2355928518178021 2.8563172871365645 1
2.9965785650674213 3.1221925931354906 1
2.7480573029156248 1.2838961512481297 1
1.6603567027577346 0.819063873764216 1
1.7591305213561337 2.320065414075845 1
2.416018887255845 2.308019327289115 1
1.0710247365461318 2.4332527209515042 1
2.7129368532830314 2.2344685774137014 1
2.4630041450029485 0.993051884833799 1
2.04003971888337 2.232945694992557 1
1.4080498444931502 2.0273046349975528 1
2.2395159446754342 3.2415787345670326 1
2.970902247885975 2.6313253277443343 1
2.0918001744376626 2.1304794382232233 1
2.728987043051558 3.036085503711561 1
1.9184680148698465 1.075427125912756 1
2.425947585331012 2.5934723693740374 1
1.579744550160445 2.456045418903689 1
2.3682215990357562 2.0511866700824446 1
3.106668664156311 2.9005866740979585 1
2.0511288445637206 2.5198982977104274 1
1.4712382338373997 4.05804220113003 1
2.0236678440821376 0.969464717340411 1
2.8540854216697866 2.0691196420221827 1
2.428720107837908 3.467732029372429 1
1.7519362371607408 1.281537019400906 1
2.174981866878124 2.6536599248025214 1
2.208026148950804 2.758125412279487 1
0.8119327203629707 1.6185812577694132 1
3.1740907862426164 1.584256164933705 1
1.1252101237727878 2.6590743864291193 1
2.604634249352883 0.9333071327813984 1
2.2239804377370684 2.917105727554575 1
1.1689147631912578 2.303834066445834 1
1.3204497350678064 2.205391838850388 1
2.319587464263618 2.6425495773579915 1
1.857682856835922 1.1114163433790314 1
1.0230922570162022 2.564759986315071 1
1.709410462771466 0.950156678080051 1
1.513583498621494 2.7772533340049463 1
