X Y Z D E
0.18113438785546543 0.6308661801976054 0.5925994029737149 0.754452249131188 1
0.7780264970169781 0.9185678756943592 0.9741921983827839 0 0
0.1675718888807245 0.1537908247906643 0.7718430511182142 0.9737905546200134 1
0.7562513777871114 0.14981476825355378 0.20359752151550836 0.6368982562452418 1
0.43721264435243756 0.7916092072390106 0.9669391555171574 0.42684888032273677 0
0.7146021492248802 0.8879217377288395 0.5099835346936996 0 0
0.7775438898951506 0.03846690345843751 0.3325474209394812 0.6276510149956241 1
0.2292960783525817 0.044401982276480956 0.8735465754366614 0.972343443656636 1
0.2108211929649364 0.31421590165636615 0.7202806037429053 0.9256472285612473 1
0.12543568226418733 0.9922905132475544 0.8428375725906849 0 0
0.7035226046478873 0.6820067970721584 0.5974301247030942 0.19980659022371675 0
0.05374061166340671 0.037020629139252526 0.056392916122058434 0.9978684380599362 1
0.3913399714991417 0.07998916525701683 0.6217239444273814 0.916763197422615 1
0.04522830247240672 0.7922590521557982 0.1976527167858737 0.60850636392125 1
0.41503942087447543 0.20217120731715799 0.9311369475433546 0.8870564142443832 0
0.35508791914329185 0.22506212243277401 0.25983751739325567 0.9073365476627414 1
0.6516118476869264 0.5546128504284868 0.8942991479466622 0.5175003247280322 0
0.8403868083112762 0.12982234964816342 0.3985765165330355 0.5262092454035907 1
0.9708590873276668 0.11250275923821129 0.17841064683167596 0.21160283957706938 1
0.7127741830807319 0.2929297354207807 0.47223489261121343 0.6372951702624983 1
0.27106855633943105 0.2664808599801496 0.4974338670276983 0.9249377217025462 1
0.4706263210776276 0.07151962884167351 0.5343629345075072 0.8794292516168012 1
0.16875915746173953 0.10080759633704273 0.2635993444167253 0.9804887430733469 1
0.4092142874893834 0.743090821838335 0.22335781356141182 0.5294900352359657 1
0.48279821860134287 0.759669839754999 0.6284420696694757 0.43566915736827644 0
0.377160250883249 0.6477627855972798 0.05003997970335594 0.6619316571587561 1
0.6513732966456176 0.45079086726834516 0.5058892024725499 0.6103281268338152 1
0.4488238875588386 0.3764659962939536 0.9192099554936095 0.810450782954136 0
0.5125622694946042 0.22300342987753363 0.6932446907963632 0.829185980437077 1
0.3547150653767128 0.4948778147667712 0.11555755768108966 0.7932674018554271 1
0.7908167974499636 0.7600831197659319 0.9623833892461662 0 0
0.6521399864016453 0.08002404877782587 0.45456170452099687 0.7538631107523872 1
0.05775662309604224 0.879344434130493 0.25962654695895604 0.4726706450079851 1
0.8963392334167775 0.6869273205838218 0.026410847918999947 0 0
0.0052583595372328595 0.3757090117630604 0.060288823899552924 0.9267227676792028 1
0.4892872369539272 0.46905540325004935 0.280943231258298 0.7352448765111697 1
0.9497422114112521 0.5097313096272587 0.49974227561002693 0 0
0.7247832159078857 0.6416233366101607 0.05078758278193751 0.25101550520927496 1
0.8154747084631477 0.9057954994469328 0.3682866892322707 0 0
0.8847914115618942 0.06587440105147557 0.7273168061779727 0.4613076211297837 0
0.536886556866297 0.483826682870127 0.3318511980209251 0.69113281357431 1
0.6237716322970481 0.22429352755084841 0.9009222273461563 0.7487331729262923 0
0.7533799331274196 0.21737266803530209 0.253607722201018 0.6206188843019033 1
0.3292814739252783 0.8099742824875953 0.5837187828125128 0.48529926090846404 0
0.7236498816445578 0.17174804292293655 0.2509079177699629 0.6684560258894812 1
0.9281538295181289 0.2987464201451755 0.6198665199453648 0.2219933449481639 0
0.8173921723566486 0.992662168827033 0.42496749506421017 0 0
0.4143909228266136 0.393560696199734 0.7873027543435016 0.8206035227109912 1
0.2150563787638473 0.5539462095208376 0.845388590089974 0.8042974268953476 0
0.33486866102320034 0.23883584002973413 0.14263525678551692 0.9114935114315517 1
0.0582594342923628 0.0022140496955589395 0.2314889055292082 0.9982990214859871 1
0.29773246475000814 0.9384531511643568 0.8571378317183165 0.17510300540988447 0
0.847776986705598 0.15203321156656435 0.7636427179338399 0.508094561467777 0
0.8192137786103899 0.30028554595060686 0.19075765355711272 0.488587122044813 1
0.18859083330703963 0.647310837025941 0.6637096796085296 0.7385270325867104 1
0.3017067048161386 0.8933453843553094 0.1592640511893384 0.3330271588325071 1
0.14265759279000956 0.8553376935962915 0.8808502339550386 0.49804240897009594 0
0.6888949653038094 0.11618248405433551 0.9336113314715302 0.7154895926413096 0
0.6181965852390563 0.9285061651584208 0.4249045684425483 0 0
0.9875225411188975 0.8084277818009826 0.459460841857134 0 0
0.6488539004829628 0.07893346466744844 0.3208271137391179 0.7568078514283781 1
0.9462826477660937 0.5965581997119238 0.2953368593377179 0 0
0.7677497376221445 0.8726130660670481 0.5160982119869952 0 0
0.4091857982252458 0.9695120853882644 0.023242887320183536 0 0
0.7067240669763921 0.13087785963429321 0.6596822446785255 0.6952784183432521 1
0.7065120726426832 0.5519393094250522 0.06309260907964864 0.44294885700443615 1
0.2746963166139986 0.5516064859514955 0.9764827725810767 0.7875736272215725 0
0.39498019455882494 0.41103208186382156 0.20537265529519555 0.8216101713008217 1
0.5370418760745725 0.5331606685640222 0.8921312271093937 0.6537015563991478 0
0.8654959818085244 0.07469137547203308 0.45612743322395066 0.4953159637074039 1
0.6425484109094082 0.9709338216643995 0.6147632919029329 0 0
0.6151843398705061 0.23153349942449508 0.5275305642798427 0.7536182499265374 1
0.9228801299172711 0.42051455992987075 0.4951388849086207 0 0
0.1398644363561672 0.7207564915694515 0.5911288274874917 0.6789315276986825 1
0.403241218201023 0.3516096505567443 0.6502040308286026 0.8448474262132301 1
0.7804456153604291 0.36245956745997376 0.02146596461203143 0.5094386159503517 1
0.4428540230714546 0.6227539514088136 0.7360103322054732 0.6450254493073405 0
0.7921079157302535 0.8778730998245841 0.25186417269578043 0 0
0.8420301118197253 0.5918521892006721 0.4987902962161588 0 0
0.750549095737395 0.5988811424797176 0.5299308391227298 0.279316007543368 0
0.9752686994082822 0.2116468225207453 0.2142782212768517 0.0636913374906658 0
0.752465219840466 0.2878571460108159 0.46107446403542385 0.5923971272895802 1
0.5004006258145524 0.23154852510311374 0.8159103580484572 0.8342568514594154 1
0.8908674848081706 0.08611512299656066 0.34479292847712384 0.44602613163675875 1
0.8185796048486162 0.8367574625852214 0.25661233197849964 0 0
0.4821926286482723 0.18013238133574072 0.562378629005688 0.8573462509812384 1
0.7746780363001935 0.1721461950219012 0.6027500875938558 0.6084731938331858 1
0.19924452898586775 0.6984175651514235 0.8644684403023648 0.6873969176226766 0
0.9488668109105922 0.3447808934254133 0.4780396321257141 0 0
0.9319043228068467 0.5997255889911683 0.9584789606810176 0 0
0.631846589394558 0.16568464529985238 0.1382654441769573 0.7571779749717545 1
0.25902527348798365 0.3874497714131122 0.8163954702104139 0.8847534019863401 1
0.8092418455540515 0.9454001409186801 0.9761120594157626 0 0
0.26243731643783574 0.30077028580176735 0.13298930794414465 0.9168772492104003 1
0.9080424501569275 0.18797974792764727 0.409990326260127 0.37432943122610857 0
0.72082132022918 0.7236157824158214 0.3448877421827192 0 0
0.7345979354803338 0.6923316958116237 0.6422669675609889 0 0
0.09430246532437137 0.17520591244325368 0.2334242059263092 0.9800050679862184 1
0.40650458362860364 0.7585241284244468 0.7563848040779595 0.5093085215140906 0
0.19914893299805825 0.9048950887908596 0.27189298857828237 0.3761709462038732 1
0.3991481087359594 0.2054932049784297 0.0965822061076127 0.8935621578828189 1
0.48961965742369506 0.5209164482754314 0.8585835468310108 0.6992271769463865 0
0.25653648799892426 0.5270500601527746 0.7654845075271535 0.81018964719264 1
0.9274694713352036 0.8061540204730362 0.9729724474515362 0 0
0.32760356102768706 0.7215666645200776 0.1156073512625806 0.609932336784457 1
0.9771107600890985 0.37436061854649627 0.5446665375553865 0 0
0.5135257935228301 0.9857438791336264 0.32684865242218786 0 0
0.9739637243442301 0.4707713524350672 0.9168293951577682 0 0
0.9882255202304562 0.37390360789945576 0.27325950598667115 0 0
0.12472870651258994 0.30330974304503155 0.11817025590868746 0.9446935744174685 1
